source: https://gis.data.alaska.gov/datasets/a8cb2e38a0ed497e9dc2ead8c27ee6d9_2/,,,
Place,e_Per_Capita_Income,Start_Year,End_Year
Mud Bay,31260,2018,2022
Nabesna,,2018,2022
Naknek,43602,2018,2022
Nanwalek,19328,2018,2022
Napakiak,9481,2018,2022
Napaskiak,11874,2018,2022
Naukati Bay,18933,2018,2022
Nelchina,45579,2018,2022
Nelson Lagoon,29718,2018,2022
Nenana,26386,2018,2022
New Stuyahok,26610,2018,2022
Newhalen,19505,2018,2022
Newtok,12669,2018,2022
Nightmute,14097,2018,2022
Nikiski,27708,2018,2022
Nikolaevsk,26255,2018,2022
Nikolai,32843,2018,2022
Nikolski,9575,2018,2022
Ninilchik,31434,2018,2022
Noatak,18241,2018,2022
Nome,41722,2018,2022
Nondalton,38820,2018,2022
Noorvik,16793,2018,2022
North Lakes,42394,2018,2022
North Pole,38326,2018,2022
Northway,13238,2018,2022
Nuiqsut,27135,2018,2022
Nulato,31430,2018,2022
Nunam Iqua,8722,2018,2022
Nunapitchuk,13326,2018,2022
Old Harbor,21641,2018,2022
Oscarville,16528,2018,2022
Ouzinkie,36480,2018,2022
Palmer,32155,2018,2022
Paxson,,2018,2022
Pedro Bay,76008,2018,2022
Pelican,50277,2018,2022
Perryville,13447,2018,2022
Petersburg,37415,2018,2022
Petersville,39276,2018,2022
Pilot Point,29958,2018,2022
Pilot Station,14838,2018,2022
Pitkas Point,14731,2018,2022
Platinum,35878,2018,2022
Pleasant Valley,54446,2018,2022
Point Baker,,2018,2022
Point Hope,20284,2018,2022
Point Lay,25499,2018,2022
Point MacKenzie,12507,2018,2022
Point Possession,,2018,2022
Pope-Vannoy Landing,,2018,2022
Port Alexander,26628,2018,2022
Port Alsworth,87401,2018,2022
Port Clarence,31210,2018,2022
Port Graham,24794,2018,2022
Port Heiden,19516,2018,2022
Port Lions,39884,2018,2022
Port Protection,,2018,2022
Portage Creek,,2018,2022
Primrose,65115,2018,2022
Prudhoe Bay,110508,2018,2022
Quinhagak,13783,2018,2022
Rampart,19351,2018,2022
Red Devil,,2018,2022
Red Dog Mine,,2018,2022
Ridgeway,42951,2018,2022
Ruby,17826,2018,2022
Russian Mission,12465,2018,2022
Salamatof,24377,2018,2022
Salcha,41694,2018,2022
Sand Point,40288,2018,2022
Savoonga,17931,2018,2022
Saxman,24381,2018,2022
Scammon Bay,10118,2018,2022
Selawik,14015,2018,2022
Seldovia Village,36154,2018,2022
Seldovia,42764,2018,2022
Seward,34044,2018,2022
Shageluk,26389,2018,2022
Shaktoolik,15934,2018,2022
Shishmaref,17896,2018,2022
Shungnak,21300,2018,2022
Silver Springs,67402,2018,2022
Sitka,43964,2018,2022
Skagway,46997,2018,2022
Skwentna,44040,2018,2022
Slana,28758,2018,2022
Sleetmute,16915,2018,2022
Soldotna,36352,2018,2022
South Lakes,39678,2018,2022
South Naknek,31058,2018,2022
South Van Horn,39560,2018,2022
Saint George,18540,2018,2022
Saint Mary's,16421,2018,2022
Saint Michael,11900,2018,2022
Saint Paul,31903,2018,2022
Stebbins,20441,2018,2022
Steele Creek,53582,2018,2022
Sterling,61101,2018,2022
Stevens Village,10189,2018,2022
Stony River,23141,2018,2022
Sunrise,,2018,2022
Susitna,,2018,2022
Susitna North,27750,2018,2022
Sutton-Alpine,29078,2018,2022
Takotna,15053,2018,2022
Talkeetna,32274,2018,2022
Tanacross,14525,2018,2022
Tanaina,38705,2018,2022
Tanana,32458,2018,2022
Tatitlek,30215,2018,2022
Tazlina,43816,2018,2022
Teller,21124,2018,2022
Tenakee Springs,44023,2018,2022
Tetlin,11811,2018,2022
Thorne Bay,30905,2018,2022
Togiak,29901,2018,2022
Tok,33257,2018,2022
Toksook Bay,15550,2018,2022
Tolsona,,2018,2022
Tonsina,,2018,2022
Trapper Creek,44776,2018,2022
Tuluksak,107211,2018,2022
Tuntutuliak,20965,2018,2022
Tununak,10687,2018,2022
Twin Hills,18294,2018,2022
Two Rivers,51756,2018,2022
Tyonek,34644,2018,2022
Ugashik,,2018,2022
Unalakleet,44740,2018,2022
Unalaska,46296,2018,2022
Upper Kalskag,14617,2018,2022
Utqiagvik,38852,2018,2022
Valdez,48823,2018,2022
Venetie,23398,2018,2022
Wainwright,68028,2018,2022
Wales,12759,2018,2022
Wasilla,38415,2018,2022
Whale Pass,32737,2018,2022
White Mountain,20961,2018,2022
Whitestone,36821,2018,2022
Whitestone Logging Camp,,2018,2022
Whittier,30928,2018,2022
Willow,35847,2018,2022
Willow Creek,44928,2018,2022
Wiseman,,2018,2022
Womens Bay,47312,2018,2022
Wrangell,35421,2018,2022
Yakutat,45578,2018,2022
