source: https://gis.data.alaska.gov/datasets/fa3ad93528b24f7c9ba298a68c04920d_0/explore,,,
Place,e_Pop_Total,Start_Year,End_Year
Napaskiak,537,2016,2020
Naukati Bay,110,2016,2020
Nelchina,230,2016,2020
Nelson Lagoon,98,2016,2020
Nenana,482,2016,2020
New Stuyahok,570,2016,2020
Newhalen,107,2016,2020
Newtok,222,2016,2020
Nightmute,150,2016,2020
Nikiski,4324,2016,2020
Nikolaevsk,188,2016,2020
Nikolai,115,2016,2020
Nikolski,15,2016,2020
Ninilchik,898,2016,2020
Noatak,422,2016,2020
Nome,3869,2016,2020
Nondalton,88,2016,2020
Noorvik,562,2016,2020
North Lakes,9321,2016,2020
North Pole,2969,2016,2020
Northway,338,2016,2020
Nuiqsut,535,2016,2020
Nulato,300,2016,2020
Nunam Iqua,122,2016,2020
Nunapitchuk,955,2016,2020
Old Harbor,217,2016,2020
Oscarville,95,2016,2020
Ouzinkie,128,2016,2020
Palmer,7359,2016,2020
Paxson,0,2016,2020
Pedro Bay,21,2016,2020
Pelican,57,2016,2020
Perryville,54,2016,2020
Petersburg,3170,2016,2020
Petersville,0,2016,2020
Pilot Point,83,2016,2020
Pilot Station,421,2016,2020
Pitkas Point,130,2016,2020
Platinum,8,2016,2020
Pleasant Valley,444,2016,2020
Point Baker,0,2016,2020
Point Hope,660,2016,2020
Point Lay,176,2016,2020
Point MacKenzie,1323,2016,2020
Point Possession,0,2016,2020
Pope-Vannoy Landing,0,2016,2020
Port Alexander,74,2016,2020
Port Alsworth,200,2016,2020
Port Clarence,49,2016,2020
Port Graham,150,2016,2020
Port Heiden,62,2016,2020
Port Lions,145,2016,2020
Port Protection,0,2016,2020
Portage Creek,3,2016,2020
Primrose,117,2016,2020
Prudhoe Bay,1416,2016,2020
Quinhagak,856,2016,2020
Rampart,54,2016,2020
Red Devil,19,2016,2020
Red Dog Mine,0,2016,2020
Ridgeway,2631,2016,2020
Ruby,190,2016,2020
Russian Mission,193,2016,2020
Salamatof,1025,2016,2020
Salcha,930,2016,2020
Sand Point,1186,2016,2020
Savoonga,849,2016,2020
Saxman,328,2016,2020
Scammon Bay,464,2016,2020
Selawik,728,2016,2020
Seldovia Village,175,2016,2020
Seldovia,164,2016,2020
Seward,2812,2016,2020
Shageluk,56,2016,2020
Shaktoolik,324,2016,2020
Shishmaref,499,2016,2020
Shungnak,210,2016,2020
Silver Springs,171,2016,2020
Sitka,8569,2016,2020
Skagway,1191,2016,2020
Skwentna,30,2016,2020
Slana,27,2016,2020
Sleetmute,78,2016,2020
Soldotna,4705,2016,2020
South Lakes,6151,2016,2020
South Naknek,42,2016,2020
South Van Horn,396,2016,2020
Saint George,102,2016,2020
Saint Mary's,660,2016,2020
Saint Michael,340,2016,2020
Saint Paul,399,2016,2020
Stebbins,620,2016,2020
Steele Creek,7365,2016,2020
Sterling,5150,2016,2020
Stevens Village,9,2016,2020
Stony River,39,2016,2020
Sunrise,39,2016,2020
Susitna,0,2016,2020
Susitna North,1271,2016,2020
Sutton-Alpine,1343,2016,2020
Takotna,53,2016,2020
Talkeetna,1199,2016,2020
Tanacross,145,2016,2020
Tanaina,10449,2016,2020
Tanana,173,2016,2020
Tatitlek,41,2016,2020
Tazlina,608,2016,2020
Teller,237,2016,2020
Tenakee Springs,121,2016,2020
Tetlin,232,2016,2020
Thorne Bay,447,2016,2020
Togiak,910,2016,2020
Tok,1214,2016,2020
Toksook Bay,863,2016,2020
Tolsona,46,2016,2020
Tonsina,20,2016,2020
Trapper Creek,304,2016,2020
Tuluksak,269,2016,2020
Tuntutuliak,844,2016,2020
Tununak,338,2016,2020
Twin Hills,71,2016,2020
Two Rivers,709,2016,2020
Tyonek,415,2016,2020
Ugashik,8,2016,2020
Unalakleet,768,2016,2020
Unalaska,4758,2016,2020
Upper Kalskag,239,2016,2020
Utqiagvik,4354,2016,2020
Valdez,3865,2016,2020
Venetie,126,2016,2020
Wainwright,437,2016,2020
Wales,222,2016,2020
Wasilla,10469,2016,2020
Whale Pass,101,2016,2020
White Mountain,170,2016,2020
Whitestone,60,2016,2020
Whitestone Logging Camp,0,2016,2020
Whittier,255,2016,2020
Willow,1956,2016,2020
Willow Creek,74,2016,2020
Wiseman,9,2016,2020
Womens Bay,852,2016,2020
Wrangell,2510,2016,2020
Yakutat,597,2016,2020
Alaska,735951,2017,2021
Aleutians East Borough,3409,2017,2021
Aleutians West Census Area,5251,2017,2021
Anchorage,292545,2017,2021
Bethel Census Area,18514,2017,2021
Bristol Bay Borough,849,2017,2021
Chugach Census Area,7015,2017,2021
Copper River Census Area,2635,2017,2021
Denali Borough,2187,2017,2021
Dillingham Census Area,4899,2017,2021
Fairbanks North Star Borough,97149,2017,2021
Haines Borough,2098,2017,2021
Hoonah-Angoon Census Area,2327,2017,2021
Juneau,32240,2017,2021
Kenai Peninsula Borough,58711,2017,2021
Ketchikan Gateway Borough,13939,2017,2021
Kodiak Island Borough,13218,2017,2021
Kusilvak Census Area,8354,2017,2021
Lake and Peninsula Borough,986,2017,2021
Matanuska-Susitna Borough,106807,2017,2021
Nome Census Area,10070,2017,2021
North Slope Borough,10865,2017,2021
Northwest Arctic Borough,7776,2017,2021
Petersburg Borough,3368,2017,2021
Prince of Wales-Hyder Census Area,5886,2017,2021
Sitka,8518,2017,2021
Skagway,1329,2017,2021
Southeast Fairbanks Census Area,6849,2017,2021
Wrangell,2162,2017,2021
Yakutat,562,2017,2021
Yukon-Koyukuk Census Area,5433,2017,2021
Adak,190,2017,2021
Akhiok,114,2017,2021
Akiachak,469,2017,2021
Akiak,293,2017,2021
Akutan,700,2017,2021
Alakanuk,1065,2017,2021
Alatna,41,2017,2021
Alcan Border,170,2017,2021
Aleknagik,125,2017,2021
Aleneva,0,2017,2021
Allakaket,213,2017,2021
Ambler,273,2017,2021
Anaktuvuk Pass,261,2017,2021
Anchor Point,2288,2017,2021
Anchorage,292545,2017,2021
Anderson,191,2017,2021
Angoon,501,2017,2021
Aniak,564,2017,2021
Anvik,93,2017,2021
Arctic Village,225,2017,2021
Atka,38,2017,2021
Atmautluak,147,2017,2021
Atqasuk,181,2017,2021
Attu Station,19,2017,2021
Badger,19226,2017,2021
Bear Creek,1524,2017,2021
Beaver,93,2017,2021
Beluga,3,2017,2021
Bethel,6273,2017,2021
Bettles,2,2017,2021
Big Delta,521,2017,2021
Big Lake,2888,2017,2021
Birch Creek,3,2017,2021
Brevig Mission,673,2017,2021
Buckland,677,2017,2021
Buffalo Soapstone,949,2017,2021
Butte,3857,2017,2021
Cantwell,136,2017,2021
Central,51,2017,2021
Chalkyitsik,110,2017,2021
Chase,0,2017,2021
Chefornak,375,2017,2021
Chena Ridge,5643,2017,2021
Chenega,55,2017,2021
Chevak,777,2017,2021
Chickaloon,188,2017,2021
Chicken,12,2017,2021
Chignik Lagoon,31,2017,2021
Chignik Lake,40,2017,2021
Chignik,44,2017,2021
Chiniak,0,2017,2021
Chisana,0,2017,2021
Chistochina,42,2017,2021
Chitina,81,2017,2021
Chuathbaluk,93,2017,2021
Circle,29,2017,2021
Clam Gulch,230,2017,2021
Clark's Point,42,2017,2021
Coffman Cove,206,2017,2021
Cohoe,1557,2017,2021
Cold Bay,103,2017,2021
Coldfoot,223,2017,2021
College,11797,2017,2021
Cooper Landing,217,2017,2021
Copper Center,345,2017,2021
Cordova,2588,2017,2021
Covenant Life,9,2017,2021
Craig,1102,2017,2021
Crooked Creek,65,2017,2021
Crown Point,63,2017,2021
Deering,163,2017,2021
Delta Junction,1259,2017,2021
Deltana,2022,2017,2021
Denali Park,855,2017,2021
Diamond Ridge,1409,2017,2021
Dillingham,2133,2017,2021
Diomede,80,2017,2021
Dot Lake,0,2017,2021
Dot Lake Village,11,2017,2021
Dry Creek,232,2017,2021
Eagle Village,33,2017,2021
Eagle,107,2017,2021
Eareckson Station,202,2017,2021
Edna Bay,39,2017,2021
Eek,624,2017,2021
Egegik,47,2017,2021
Eielson AFB,3240,2017,2021
Ekwok,53,2017,2021
Elfin Cove,19,2017,2021
Elim,279,2017,2021
Emmonak,1005,2017,2021
Ester,2719,2017,2021
Eureka Roadhouse,0,2017,2021
Evansville,17,2017,2021
Excursion Inlet,35,2017,2021
Fairbanks,33018,2017,2021
False Pass,106,2017,2021
Farm Loop,2549,2017,2021
Farmers Loop,4216,2017,2021
Ferry,24,2017,2021
Fishhook,5055,2017,2021
Flat,0,2017,2021
Fort Greely,150,2017,2021
Fort Yukon,520,2017,2021
Four Mile Road,4,2017,2021
Fox,169,2017,2021
Fox River,580,2017,2021
Fritz Creek,2145,2017,2021
Funny River,1005,2017,2021
Gakona,140,2017,2021
Galena,519,2017,2021
Gambell,419,2017,2021
Game Creek,0,2017,2021
Gateway,6305,2017,2021
Glacier View,250,2017,2021
Glennallen,438,2017,2021
Goldstream,2822,2017,2021
Golovin,163,2017,2021
Goodnews Bay,73,2017,2021
Grayling,236,2017,2021
Gulkana,67,2017,2021
Gustavus,583,2017,2021
Haines,1571,2017,2021
Halibut Cove,205,2017,2021
Happy Valley,700,2017,2021
Harding-Birch Lakes,265,2017,2021
Healy,911,2017,2021
Healy Lake,23,2017,2021
Hobart Bay,0,2017,2021
Hollis,201,2017,2021
Holy Cross,290,2017,2021
Homer,5531,2017,2021
Hoonah,913,2017,2021
Hooper Bay,961,2017,2021
Hope,105,2017,2021
Houston,1739,2017,2021
Hughes,41,2017,2021
Huslia,230,2017,2021
Hydaburg,319,2017,2021
Hyder,13,2017,2021
Igiugig,60,2017,2021
Iliamna,35,2017,2021
Ivanof Bay,0,2017,2021
Juneau,32240,2017,2021
Kachemak,637,2017,2021
Kake,447,2017,2021
Kaktovik,241,2017,2021
Kalifornsky,8428,2017,2021
Kaltag,216,2017,2021
Karluk,21,2017,2021
Kasaan,92,2017,2021
Kasigluk,448,2017,2021
Kasilof,459,2017,2021
Kenai,7452,2017,2021
Kenny Lake,138,2017,2021
Ketchikan,8150,2017,2021
Kiana,372,2017,2021
King Cove,1238,2017,2021
King Salmon,399,2017,2021
Kipnuk,467,2017,2021
Kivalina,905,2017,2021
Klawock,805,2017,2021
Klukwan,71,2017,2021
Knik River,799,2017,2021
Knik-Fairview,18282,2017,2021
Kobuk,156,2017,2021
Kodiak Station,2183,2017,2021
Kodiak,5682,2017,2021
Kokhanok,109,2017,2021
Koliganek,238,2017,2021
Kongiganak,470,2017,2021
Kotlik,1247,2017,2021
Kotzebue,3199,2017,2021
Koyuk,276,2017,2021
Koyukuk,57,2017,2021
Kupreanof,14,2017,2021
Kwethluk,425,2017,2021
Kwigillingok,470,2017,2021
Lake Louise,0,2017,2021
Lake Minchumina,15,2017,2021
Larsen Bay,24,2017,2021
Lazy Mountain,1766,2017,2021
Levelock,34,2017,2021
Lime Village,16,2017,2021
Livengood,9,2017,2021
Loring,0,2017,2021
Lowell Point,83,2017,2021
Lower Kalskag,304,2017,2021
Lutak,202,2017,2021
Manley Hot Springs,35,2017,2021
Manokotak,705,2017,2021
Marshall,253,2017,2021
McCarthy,0,2017,2021
McGrath,226,2017,2021
Meadow Lakes,8367,2017,2021
Mekoryuk,327,2017,2021
Mendeltna,118,2017,2021
Mentasta Lake,181,2017,2021
Mertarvik,0,2017,2021
Metlakatla,1445,2017,2021
Mill Bay,3719,2017,2021
Minto,151,2017,2021
Moose Creek,547,2017,2021
Moose Pass,267,2017,2021
Mosquito Lake,226,2017,2021
Mountain Village,845,2017,2021
Mud Bay,53,2017,2021
Nabesna,0,2017,2021
Naknek,394,2017,2021
Nanwalek,196,2017,2021
Napakiak,557,2017,2021
Napaskiak,517,2017,2021
Naukati Bay,110,2017,2021
Nelchina,198,2017,2021
Nelson Lagoon,98,2017,2021
Nenana,506,2017,2021
New Stuyahok,572,2017,2021
Newhalen,100,2017,2021
Newtok,181,2017,2021
Nightmute,145,2017,2021
Nikiski,4232,2017,2021
Nikolaevsk,198,2017,2021
Nikolai,104,2017,2021
Nikolski,17,2017,2021
Ninilchik,964,2017,2021
Noatak,488,2017,2021
Nome,3685,2017,2021
Nondalton,50,2017,2021
Noorvik,602,2017,2021
North Lakes,9941,2017,2021
North Pole,2825,2017,2021
Northway,304,2017,2021
Nuiqsut,751,2017,2021
Nulato,296,2017,2021
Nunam Iqua,142,2017,2021
Nunapitchuk,999,2017,2021
Old Harbor,174,2017,2021
Oscarville,114,2017,2021
Ouzinkie,108,2017,2021
Palmer,5978,2017,2021
Paxson,0,2017,2021
Pedro Bay,18,2017,2021
Pelican,38,2017,2021
Perryville,74,2017,2021
Petersburg,3259,2017,2021
Petersville,0,2017,2021
Pilot Point,86,2017,2021
Pilot Station,467,2017,2021
Pitkas Point,185,2017,2021
Platinum,8,2017,2021
Pleasant Valley,754,2017,2021
Point Baker,0,2017,2021
Point Hope,925,2017,2021
Point Lay,229,2017,2021
Point MacKenzie,1364,2017,2021
Point Possession,0,2017,2021
Pope-Vannoy Landing,0,2017,2021
Port Alexander,38,2017,2021
Port Alsworth,116,2017,2021
Port Clarence,46,2017,2021
Port Graham,150,2017,2021
Port Heiden,65,2017,2021
Port Lions,128,2017,2021
Port Protection,11,2017,2021
Portage Creek,3,2017,2021
Primrose,99,2017,2021
Prudhoe Bay,1500,2017,2021
Quinhagak,989,2017,2021
Rampart,67,2017,2021
Red Devil,4,2017,2021
Red Dog Mine,0,2017,2021
Ridgeway,2689,2017,2021
Ruby,200,2017,2021
Russian Mission,118,2017,2021
Salamatof,1165,2017,2021
Salcha,751,2017,2021
Sand Point,1164,2017,2021
Savoonga,946,2017,2021
Saxman,356,2017,2021
Scammon Bay,459,2017,2021
Selawik,659,2017,2021
Seldovia Village,223,2017,2021
Seldovia,171,2017,2021
Seward,2614,2017,2021
Shageluk,42,2017,2021
Shaktoolik,330,2017,2021
Shishmaref,560,2017,2021
Shungnak,204,2017,2021
Silver Springs,134,2017,2021
Sitka,8518,2017,2021
Skagway,1217,2017,2021
Skwentna,69,2017,2021
Slana,85,2017,2021
Sleetmute,81,2017,2021
Soldotna,4370,2017,2021
South Lakes,6421,2017,2021
South Naknek,56,2017,2021
South Van Horn,443,2017,2021
Saint George,95,2017,2021
Saint Mary's,817,2017,2021
Saint Michael,312,2017,2021
Saint Paul,351,2017,2021
Stebbins,646,2017,2021
Steele Creek,7399,2017,2021
Sterling,6016,2017,2021
Stevens Village,9,2017,2021
Stony River,34,2017,2021
Sunrise,14,2017,2021
Susitna,0,2017,2021
Susitna North,1193,2017,2021
Sutton-Alpine,1228,2017,2021
Takotna,58,2017,2021
Talkeetna,947,2017,2021
Tanacross,107,2017,2021
Tanaina,10314,2017,2021
Tanana,190,2017,2021
Tatitlek,34,2017,2021
Tazlina,445,2017,2021
Teller,250,2017,2021
Tenakee Springs,156,2017,2021
Tetlin,246,2017,2021
Thorne Bay,470,2017,2021
Togiak,866,2017,2021
Tok,1315,2017,2021
Toksook Bay,874,2017,2021
Tolsona,35,2017,2021
Tonsina,14,2017,2021
Trapper Creek,318,2017,2021
Tuluksak,278,2017,2021
Tuntutuliak,1072,2017,2021
Tununak,309,2017,2021
Twin Hills,69,2017,2021
Two Rivers,419,2017,2021
Tyonek,331,2017,2021
Ugashik,3,2017,2021
Unalakleet,728,2017,2021
Unalaska,4339,2017,2021
Upper Kalskag,225,2017,2021
Utqiagvik,5123,2017,2021
Valdez,3966,2017,2021
Venetie,109,2017,2021
Wainwright,556,2017,2021
Wales,267,2017,2021
Wasilla,9098,2017,2021
Whale Pass,95,2017,2021
White Mountain,192,2017,2021
Whitestone,31,2017,2021
Whitestone Logging Camp,0,2017,2021
Whittier,316,2017,2021
Willow,1965,2017,2021
Willow Creek,158,2017,2021
Wiseman,13,2017,2021
Womens Bay,978,2017,2021
Wrangell,2162,2017,2021
Yakutat,562,2017,2021
Alaska,734821,2018,2022
Aleutians East Borough,3407,2018,2022
Aleutians West Census Area,5219,2018,2022
Anchorage,290674,2018,2022
Bethel Census Area,18538,2018,2022
Bristol Bay Borough,854,2018,2022
Chugach Census Area,7000,2018,2022
Copper River Census Area,2614,2018,2022
Denali Borough,2101,2018,2022
Dillingham Census Area,4854,2018,2022
Fairbanks North Star Borough,96299,2018,2022
Haines Borough,2079,2018,2022
Hoonah-Angoon Census Area,2329,2018,2022
Juneau,32108,2018,2022
Kenai Peninsula Borough,59235,2018,2022
Ketchikan Gateway Borough,13910,2018,2022
Kodiak Island Borough,13065,2018,2022
Kusilvak Census Area,8372,2018,2022
Lake and Peninsula Borough,999,2018,2022
Matanuska-Susitna Borough,108661,2018,2022
Nome Census Area,10018,2018,2022
North Slope Borough,10924,2018,2022
Northwest Arctic Borough,7682,2018,2022
Petersburg Borough,3374,2018,2022
Prince of Wales-Hyder Census Area,5799,2018,2022
Sitka,8462,2018,2022
Skagway,1303,2018,2022
Southeast Fairbanks Census Area,6888,2018,2022
Wrangell,2134,2018,2022
Yakutat,564,2018,2022
Yukon-Koyukuk Census Area,5355,2018,2022
Adak,248,2018,2022
Akhiok,98,2018,2022
Akiachak,415,2018,2022
Akiak,298,2018,2022
Akutan,911,2018,2022
Alakanuk,1138,2018,2022
Alatna,36,2018,2022
Alcan Border,178,2018,2022
Aleknagik,121,2018,2022
Aleneva,0,2018,2022
Allakaket,220,2018,2022
Ambler,277,2018,2022
Anaktuvuk Pass,222,2018,2022
Anchor Point,2260,2018,2022
Anchorage,290674,2018,2022
Anderson,173,2018,2022
Angoon,419,2018,2022
Aniak,551,2018,2022
Anvik,74,2018,2022
Arctic Village,199,2018,2022
Atka,28,2018,2022
Atmautluak,34,2018,2022
Atqasuk,119,2018,2022
Attu Station,17,2018,2022
Badger,19182,2018,2022
Bear Creek,1283,2018,2022
Beaver,87,2018,2022
Beluga,4,2018,2022
Bethel,6312,2018,2022
Bettles,0,2018,2022
Big Delta,545,2018,2022
Big Lake,3232,2018,2022
Birch Creek,3,2018,2022
Brevig Mission,625,2018,2022
Buckland,644,2018,2022
Buffalo Soapstone,959,2018,2022
Butte,3752,2018,2022
Cantwell,117,2018,2022
Central,105,2018,2022
Chalkyitsik,95,2018,2022
Chase,26,2018,2022
Chefornak,476,2018,2022
Chena Ridge,5321,2018,2022
Chenega,58,2018,2022
Chevak,432,2018,2022
Chickaloon,283,2018,2022
Chicken,0,2018,2022
Chignik Lagoon,39,2018,2022
Chignik Lake,30,2018,2022
Chignik,54,2018,2022
Chiniak,0,2018,2022
Chisana,0,2018,2022
Chistochina,45,2018,2022
Chitina,71,2018,2022
Chuathbaluk,92,2018,2022
Circle,45,2018,2022
Clam Gulch,279,2018,2022
Clark's Point,31,2018,2022
Coffman Cove,201,2018,2022
Cohoe,1520,2018,2022
Cold Bay,143,2018,2022
Coldfoot,270,2018,2022
College,12376,2018,2022
Cooper Landing,224,2018,2022
Copper Center,329,2018,2022
Cordova,2507,2018,2022
Covenant Life,25,2018,2022
Craig,1073,2018,2022
Crooked Creek,28,2018,2022
Crown Point,62,2018,2022
Deering,189,2018,2022
Delta Junction,1126,2018,2022
Deltana,2059,2018,2022
Denali Park,817,2018,2022
Diamond Ridge,1397,2018,2022
Dillingham,2175,2018,2022
Diomede,47,2018,2022
Dot Lake,0,2018,2022
Dot Lake Village,0,2018,2022
Dry Creek,202,2018,2022
Eagle Village,68,2018,2022
Eagle,99,2018,2022
Eareckson Station,166,2018,2022
Edna Bay,21,2018,2022
Eek,475,2018,2022
Egegik,46,2018,2022
Eielson AFB,3071,2018,2022
Ekwok,51,2018,2022
Elfin Cove,16,2018,2022
Elim,293,2018,2022
Emmonak,1293,2018,2022
Ester,2989,2018,2022
Eureka Roadhouse,0,2018,2022
Evansville,27,2018,2022
Excursion Inlet,62,2018,2022
Fairbanks,32496,2018,2022
False Pass,103,2018,2022
Farm Loop,2561,2018,2022
Farmers Loop,4179,2018,2022
Ferry,26,2018,2022
Fishhook,5115,2018,2022
Flat,0,2018,2022
Fort Greely,158,2018,2022
Fort Yukon,476,2018,2022
Four Mile Road,5,2018,2022
Fox,195,2018,2022
Fox River,712,2018,2022
Fritz Creek,2163,2018,2022
Funny River,1072,2018,2022
Gakona,155,2018,2022
Galena,627,2018,2022
Gambell,426,2018,2022
Game Creek,0,2018,2022
Gateway,6241,2018,2022
Glacier View,216,2018,2022
Glennallen,522,2018,2022
Goldstream,2798,2018,2022
Golovin,185,2018,2022
Goodnews Bay,118,2018,2022
Grayling,210,2018,2022
Gulkana,69,2018,2022
Gustavus,710,2018,2022
Haines,1762,2018,2022
Halibut Cove,211,2018,2022
Happy Valley,748,2018,2022
Harding-Birch Lakes,285,2018,2022
Healy,865,2018,2022
Healy Lake,26,2018,2022
Hobart Bay,0,2018,2022
Hollis,138,2018,2022
Holy Cross,277,2018,2022
Homer,5623,2018,2022
Hoonah,896,2018,2022
Hooper Bay,801,2018,2022
Hope,133,2018,2022
Houston,1613,2018,2022
Hughes,34,2018,2022
Huslia,182,2018,2022
Hydaburg,328,2018,2022
Hyder,16,2018,2022
Igiugig,69,2018,2022
Iliamna,28,2018,2022
Ivanof Bay,0,2018,2022
Juneau,32108,2018,2022
Kachemak,787,2018,2022
Kake,473,2018,2022
Kaktovik,201,2018,2022
Kalifornsky,8380,2018,2022
Kaltag,197,2018,2022
Karluk,27,2018,2022
Kasaan,82,2018,2022
Kasigluk,389,2018,2022
Kasilof,279,2018,2022
Kenai,7477,2018,2022
Kenny Lake,222,2018,2022
Ketchikan,8168,2018,2022
Kiana,422,2018,2022
King Cove,1108,2018,2022
King Salmon,383,2018,2022
Kipnuk,572,2018,2022
Kivalina,769,2018,2022
Klawock,804,2018,2022
Klukwan,67,2018,2022
Knik River,822,2018,2022
Knik-Fairview,18619,2018,2022
Kobuk,133,2018,2022
Kodiak Station,2113,2018,2022
Kodiak,5584,2018,2022
Kokhanok,115,2018,2022
Koliganek,234,2018,2022
Kongiganak,353,2018,2022
Kotlik,1272,2018,2022
Kotzebue,3088,2018,2022
Koyuk,300,2018,2022
Koyukuk,74,2018,2022
Kupreanof,10,2018,2022
Kwethluk,561,2018,2022
Kwigillingok,589,2018,2022
Lake Louise,0,2018,2022
Lake Minchumina,14,2018,2022
Larsen Bay,46,2018,2022
Lazy Mountain,1639,2018,2022
Levelock,28,2018,2022
Lime Village,9,2018,2022
Livengood,13,2018,2022
Loring,0,2018,2022
Lowell Point,0,2018,2022
Lower Kalskag,261,2018,2022
Lutak,12,2018,2022
Manley Hot Springs,17,2018,2022
Manokotak,629,2018,2022
Marshall,215,2018,2022
McCarthy,2,2018,2022
McGrath,226,2018,2022
Meadow Lakes,8773,2018,2022
Mekoryuk,315,2018,2022
Mendeltna,89,2018,2022
Mentasta Lake,165,2018,2022
Mertarvik,0,2018,2022
Metlakatla,1437,2018,2022
Mill Bay,3617,2018,2022
Minto,113,2018,2022
Moose Creek,584,2018,2022
Moose Pass,199,2018,2022
Mosquito Lake,154,2018,2022
Mountain Village,884,2018,2022
Mud Bay,62,2018,2022
Nabesna,0,2018,2022
Naknek,418,2018,2022
Nanwalek,172,2018,2022
Napakiak,692,2018,2022
Napaskiak,582,2018,2022
Naukati Bay,120,2018,2022
Nelchina,135,2018,2022
Nelson Lagoon,94,2018,2022
Nenana,508,2018,2022
New Stuyahok,603,2018,2022
Newhalen,92,2018,2022
Newtok,96,2018,2022
Nightmute,70,2018,2022
Nikiski,4405,2018,2022
Nikolaevsk,204,2018,2022
Nikolai,87,2018,2022
Nikolski,12,2018,2022
Ninilchik,964,2018,2022
Noatak,536,2018,2022
Nome,3710,2018,2022
Nondalton,40,2018,2022
Noorvik,654,2018,2022
North Lakes,10262,2018,2022
North Pole,2816,2018,2022
Northway,252,2018,2022
Nuiqsut,564,2018,2022
Nulato,249,2018,2022
Nunam Iqua,59,2018,2022
Nunapitchuk,827,2018,2022
Old Harbor,155,2018,2022
Oscarville,88,2018,2022
Ouzinkie,90,2018,2022
Palmer,6091,2018,2022
Paxson,0,2018,2022
Pedro Bay,13,2018,2022
Pelican,57,2018,2022
Perryville,85,2018,2022
Petersburg,3317,2018,2022
Petersville,38,2018,2022
Pilot Point,72,2018,2022
Pilot Station,380,2018,2022
Pitkas Point,239,2018,2022
Platinum,23,2018,2022
Pleasant Valley,623,2018,2022
Point Baker,0,2018,2022
Point Hope,649,2018,2022
Point Lay,172,2018,2022
Point MacKenzie,1707,2018,2022
Point Possession,0,2018,2022
Pope-Vannoy Landing,0,2018,2022
Port Alexander,39,2018,2022
Port Alsworth,158,2018,2022
Port Clarence,40,2018,2022
Port Graham,142,2018,2022
Port Heiden,63,2018,2022
Port Lions,124,2018,2022
Port Protection,14,2018,2022
Portage Creek,3,2018,2022
Primrose,84,2018,2022
Prudhoe Bay,1986,2018,2022
Quinhagak,1079,2018,2022
Rampart,41,2018,2022
Red Devil,6,2018,2022
Red Dog Mine,0,2018,2022
Ridgeway,2749,2018,2022
Ruby,194,2018,2022
Russian Mission,51,2018,2022
Salamatof,1189,2018,2022
Salcha,689,2018,2022
Sand Point,1048,2018,2022
Savoonga,823,2018,2022
Saxman,361,2018,2022
Scammon Bay,506,2018,2022
Selawik,557,2018,2022
Seldovia Village,209,2018,2022
Seldovia,182,2018,2022
Seward,2768,2018,2022
Shageluk,65,2018,2022
Shaktoolik,312,2018,2022
Shishmaref,568,2018,2022
Shungnak,244,2018,2022
Silver Springs,106,2018,2022
Sitka,8462,2018,2022
Skagway,1179,2018,2022
Skwentna,63,2018,2022
Slana,81,2018,2022
Sleetmute,73,2018,2022
Soldotna,4394,2018,2022
South Lakes,6414,2018,2022
South Naknek,53,2018,2022
South Van Horn,478,2018,2022
Saint George,57,2018,2022
Saint Mary's,992,2018,2022
Saint Michael,308,2018,2022
Saint Paul,349,2018,2022
Stebbins,654,2018,2022
Steele Creek,6542,2018,2022
Sterling,6307,2018,2022
Stevens Village,9,2018,2022
Stony River,41,2018,2022
Sunrise,14,2018,2022
Susitna,0,2018,2022
Susitna North,1543,2018,2022
Sutton-Alpine,1323,2018,2022
Takotna,58,2018,2022
Talkeetna,1044,2018,2022
Tanacross,136,2018,2022
Tanaina,9682,2018,2022
Tanana,214,2018,2022
Tatitlek,40,2018,2022
Tazlina,439,2018,2022
Teller,279,2018,2022
Tenakee Springs,136,2018,2022
Tetlin,201,2018,2022
Thorne Bay,482,2018,2022
Togiak,842,2018,2022
Tok,1352,2018,2022
Toksook Bay,914,2018,2022
Tolsona,29,2018,2022
Tonsina,16,2018,2022
Trapper Creek,303,2018,2022
Tuluksak,456,2018,2022
Tuntutuliak,820,2018,2022
Tununak,450,2018,2022
Twin Hills,53,2018,2022
Two Rivers,424,2018,2022
Tyonek,270,2018,2022
Ugashik,0,2018,2022
Unalakleet,743,2018,2022
Unalaska,4342,2018,2022
Upper Kalskag,253,2018,2022
Utqiagvik,4876,2018,2022
Valdez,3935,2018,2022
Venetie,109,2018,2022
Wainwright,621,2018,2022
Wales,294,2018,2022
Wasilla,9267,2018,2022
Whale Pass,98,2018,2022
White Mountain,194,2018,2022
Whitestone,38,2018,2022
Whitestone Logging Camp,0,2018,2022
Whittier,377,2018,2022
Willow,1952,2018,2022
Willow Creek,123,2018,2022
Wiseman,19,2018,2022
Womens Bay,1063,2018,2022
Wrangell,2134,2018,2022
Yakutat,564,2018,2022
